,COD,REFRESH,LAT,LON,CODIGOLINHA,ADAPT,TIPO_VEIC,TABELA,SITUACAO,SITUACAO2,SENT,TCOUNT
BC313,BC313,17:17,-25.415555,-49.280965,REC,1,10,,,,,1
BC323,BC323,17:17,-25.415228,-49.280691,REC,1,3,,,,,1
JI853,JI853,17:17,-25.449241,-49.365266,REC,1,7,,,,,1
ML306,ML306,17:17,-25.419511,-49.294155,REC,0,3,,,,,1
JA021,JA021,17:17,-25.44911,-49.365818,REC,1,1,,,,,1
PI007,PI007,17:17,-25.482716,-49.239533,REC,1,1,,,,,1
GI605,GI605,17:17,-25.548431,-49.291596,REC,1,4,,,,,1
HE611,HE611,17:17,-25.53818,-49.307083,REC,0,4,,,,,1
GL332,GL332,17:17,-25.549291,-49.28997,REC,0,3,,,,,1
CA012,CA012,17:15,-25.381553,-49.185958,REC,1,1,,,,,1
EA188,EA188,17:17,-25.467983,-49.254386,REC,1,1,,,,,1
BC016,BC016,17:17,-25.415528,-49.281233,REC,1,1,,,,,1
HI020,HI020,17:17,-25.540563,-49.308106,REC,1,1,,,,,1
PE699,PE699,17:16,-25.483571,-49.238865,REC,0,4,,,,,1
BL368,BL368,17:17,-25.431958,-49.230998,REC,0,3,,,,,1
JL321,JL321,17:17,-25.448733,-49.365921,REC,1,3,,,,,1
04024,04024,17:14,-25.449781,-49.28452,REC,0,,,,,,1
EA022,EA022,17:16,-25.468895,-49.25505,REC,1,1,,,,,1
GA179,GA179,17:17,-25.54818,-49.292095,REC,1,1,,,,,1
GB608,GB608,17:16,-25.549423,-49.29117,REC,1,4,,,,,1
EA015,EA015,17:17,-25.46839,-49.25608,REC,1,1,,,,,1
EL344,EL344,17:17,-25.467873,-49.255325,REC,0,3,,,,,1
BE725,BE725,17:17,-25.395038,-49.242316,REC,0,5,,,,,1
GL697,GL697,17:17,-25.54975,-49.292055,REC,0,4,,,,,1
GC293,GC293,17:17,-25.548851,-49.292238,REC,1,1,,,,,1
00018,00018,17:17,-25.49625,-49.24008,REC,0,,,,,,1
BL305,BL305,17:17,-25.415128,-49.28098,REC,0,3,,,,,1
HI033,HI033,17:17,-25.539246,-49.307723,REC,1,1,,,,,1
JA699,JA699,17:17,-25.449281,-49.367093,REC,1,4,,,,,1
HE613,HE613,17:17,-25.538428,-49.307118,REC,0,4,,,,,1
BC007,BC007,17:15,-25.415486,-49.280936,REC,0,1,,,,,1
GL324,GL324,17:17,-25.548946,-49.290703,REC,0,3,,,,,1
CL303,CL303,17:09,-25.38114,-49.186031,REC,0,3,,,,,1
EA600,EA600,17:17,-25.467721,-49.25502,REC,1,4,,,,,1
BC851,BC851,17:17,-25.394043,-49.242216,REC,1,7,,,,,1
00069,00069,17:17,-25.53246,-49.26183,REC,0,,,,,,1
BB301,BB301,17:16,-25.415275,-49.281106,REC,1,3,,,,,1
EA200,EA200,17:16,-25.468266,-49.256171,REC,1,1,,,,,1
HB616,HB616,17:17,-25.538516,-49.308143,REC,1,4,,,,,1
03022,03022,17:17,-25.44981,-49.28466,REC,0,,,,,,1
EA699,EA699,17:17,-25.467778,-49.254956,REC,1,4,,,,,1
CI004,CI004,17:17,-25.3812,-49.185691,REC,1,1,,,,,1
BA023,BA023,17:17,-25.415911,-49.281066,REC,1,1,,,,,1
JB608,JB608,17:17,-25.449051,-49.36715,REC,1,4,,,,,1
08024,08024,17:17,-25.450123,-49.353613,REC,0,,,,,,1
HL322,HL322,17:17,-25.537648,-49.307001,REC,0,3,,,,,1
JI021,JI021,17:17,-25.449175,-49.366073,REC,1,1,,,,,1
HC301,HC301,17:16,-25.540046,-49.307643,REC,1,10,,,,,1
BB611,BB611,17:17,-25.395395,-49.242643,REC,1,4,,,,,1
HE615,HE615,17:16,-25.539541,-49.308616,REC,0,4,,,,,1
HB601,HB601,17:17,-25.538023,-49.307248,REC,1,4,,,,,1
GR123,GR123,17:17,-25.549433,-49.2912,REC,1,4,,,,,1
HA005,HA005,17:14,-25.539286,-49.307846,REC,1,1,,,,,1
09069,09069,17:17,-25.434,-49.26928,REC,0,,,,,,1
BL605,BL605,17:17,-25.41469,-49.280746,REC,0,4,,,,,1
CI006,CI006,17:16,-25.380551,-49.18517,REC,1,1,,,,,1
GI032,GI032,17:17,-25.54919,-49.290413,REC,1,1,,,,,1
BC001,BC001,17:17,-25.415565,-49.281116,REC,1,1,,,,,1
HI611,HI611,17:17,-25.53849,-49.307568,REC,1,4,,,,,1
PA286,PA286,17:17,-25.483248,-49.238625,REC,1,1,,,,,1
00002,00002,17:17,-25.516136,-49.23025,REC,0,,,,,,1
03033,03033,17:17,-25.45685,-49.29861,REC,0,,,,,,1
03027,03027,17:17,-25.54807,-49.291826,REC,0,,,,,,1
JE705,JE705,17:17,-25.449046,-49.366538,REC,0,5,,,,,1
GR034,GR034,17:17,-25.55057,-49.291725,REC,0,4,,,,,1
BC033,BC033,17:17,-25.387396,-49.321495,REC,1,1,,,,,1
03060,03060,17:17,-25.49635,-49.27047,REC,0,,,,,,1
JC601,JC601,17:17,-25.449151,-49.367195,REC,1,4,,,,,1
05044,05044,17:17,-25.416009,-49.261549,REC,0,,,,,,1
02035,02035,17:17,-25.41577,-49.26627,REC,0,,,,,,1
03034,03034,17:17,-25.45236,-49.28788,REC,0,,,,,,1
EA013,EA013,17:17,-25.467273,-49.255221,REC,1,1,,,,,1
EL320,EL320,17:17,-25.467815,-49.255378,REC,1,3,,,,,1
CL308,CL308,17:17,-25.380915,-49.185845,REC,0,3,,,,,1
09021,09021,17:13,-25.48441,-49.29372,REC,0,,,,,,1
HA022,HA022,17:17,-25.538593,-49.30795,REC,1,1,,,,,1
HC012,HC012,17:17,-25.538286,-49.307651,REC,1,1,,,,,1
GL330,GL330,17:17,-25.549138,-49.2907,REC,1,3,,,,,1
GA207,GA207,17:17,-25.548155,-49.291896,REC,1,1,,,,,1
BC022,BC022,17:17,-25.415618,-49.281073,REC,1,1,,,,,1
EB603,EB603,17:17,-25.467918,-49.254813,REC,1,4,,,,,1
BL311,BL311,17:17,-25.415208,-49.281265,REC,0,3,,,,,1
EA698,EA698,17:17,-25.467791,-49.254946,REC,1,4,,,,,1
BL318,BL318,17:17,-25.415741,-49.281145,REC,0,3,,,,,1
HC002,HC002,17:17,-25.538401,-49.30773,REC,1,1,,,,,1
GL341,GL341,17:17,-25.549078,-49.290188,REC,0,3,,,,,1
GE734,GE734,17:17,-25.548883,-49.291786,REC,0,5,,,,,1
BL308,BL308,17:16,-25.41579,-49.281058,REC,0,3,,,,,1
GI001,GI001,17:14,-25.549358,-49.291003,REC,1,1,,,,,1
BC020,BC020,17:15,-25.415653,-49.281075,REC,1,1,,,,,1
BC322,BC322,17:17,-25.415003,-49.280643,REC,1,3,,,,,1
JL324,JL324,17:17,-25.448615,-49.366066,REC,1,3,,,,,1
09032,09032,17:17,-25.436245,-49.273444,REC,0,,,,,,1
HA192,HA192,17:17,-25.538861,-49.307985,REC,1,1,,,,,1
BI864,BI864,17:17,-25.415101,-49.280451,REC,1,7,,,,,1
BC312,BC312,17:17,-25.41467,-49.281036,REC,1,10,,,,,1
EA203,EA203,17:14,-25.468671,-49.25582,REC,1,1,,,,,1
PI850,PI850,17:17,-25.4827,-49.239155,REC,1,7,,,,,1
KI606,KI606,17:17,-25.48349,-49.238633,REC,1,4,,,,,1
CL300,CL300,17:17,-25.38096,-49.185898,REC,0,3,,,,,1
09902,09902,17:16,-25.55019,-49.291311,REC,0,,,,,,1
JC009,JC009,17:16,-25.449536,-49.36688,REC,1,1,,,,,1
BL366,BL366,17:17,-25.414583,-49.281163,REC,0,3,,,,,1
HI601,HI601,17:17,-25.539015,-49.307491,REC,1,4,,,,,1
BB308,BB308,17:16,-25.414463,-49.281161,REC,1,10,,,,,1
PL301,PL301,17:17,-25.48274,-49.238773,REC,0,3,,,,,1
BL370,BL370,17:17,-25.415033,-49.280458,REC,0,3,,,,,1
BC310,BC310,17:16,-25.41498,-49.28043,REC,1,3,,,,,1
PL488,PL488,17:17,-25.483186,-49.239356,REC,0,3,,,,,1
EA211,EA211,17:17,-25.468315,-49.255741,REC,1,1,,,,,1
GN608,GN608,17:17,-25.550061,-49.291848,REC,1,7,,,,,1
GL319,GL319,17:17,-25.54899,-49.2907,REC,0,3,,,,,1
CL602,CL602,17:14,-25.381716,-49.185883,REC,0,4,,,,,1
JL602,JL602,17:17,-25.449358,-49.367105,REC,0,4,,,,,1
BI863,BI863,17:17,-25.394263,-49.242016,REC,1,7,,,,,1
HA020,HA020,17:16,-25.539351,-49.307835,REC,1,1,,,,,1
GR036,GR036,17:17,-25.550483,-49.291733,REC,0,4,,,,,1
BC315,BC315,17:17,-25.510753,-49.341728,REC,1,10,,,,,1
KE705,KE705,17:17,-25.482855,-49.23877,REC,0,5,,,,,1
HI009,HI009,17:17,-25.539538,-49.307805,REC,1,1,,,,,1
HL305,HL305,17:17,-25.537538,-49.30706,REC,0,3,,,,,1
JE846,JE846,17:17,-25.449051,-49.36649,REC,0,5,,,,,1
00017,00017,17:17,-25.49621,-49.24015,REC,0,,,,,,1
EL313,EL313,17:17,-25.46751,-49.255555,REC,0,3,,,,,1
GE607,GE607,17:17,-25.550498,-49.291703,REC,0,4,,,,,1
BI020,BI020,17:17,-25.395581,-49.242921,REC,1,1,,,,,1
KI601,KI601,17:17,-25.482955,-49.238645,REC,1,4,,,,,1
00024,00024,17:17,-25.477026,-49.24965,REC,0,,,,,,1
05024,05024,17:17,-25.40675,-49.25248,REC,0,,,,,,1
PE840,PE840,17:17,-25.482546,-49.23922,REC,0,5,,,,,1
CL301,CL301,17:16,-25.381255,-49.186166,REC,0,3,,,,,1
EA025,EA025,17:17,-25.468941,-49.255593,REC,1,1,,,,,1
HI630,HI630,17:17,-25.538828,-49.307431,REC,1,4,,,,,1
CC194,CC194,17:17,-25.381573,-49.185395,REC,1,1,,,,,1
KE707,KE707,17:17,-25.435118,-49.273468,REC,0,5,,,,,1
HI010,HI010,17:17,-25.53983,-49.307701,REC,1,1,,,,,1
GE600,GE600,17:17,-25.55015,-49.291731,REC,0,4,,,,,1
GB602,GB602,17:17,-25.549558,-49.290963,REC,1,4,,,,,1
BA014,BA014,17:17,-25.41567,-49.281085,REC,1,1,,,,,1
EI010,EI010,17:17,-25.469003,-49.25501,REC,1,1,,,,,1
BC321,BC321,17:15,-25.415188,-49.280745,REC,1,3,,,,,1
HA193,HA193,17:17,-25.538456,-49.308016,REC,1,1,,,,,1
BC300,BC300,17:15,-25.415345,-49.281246,REC,1,3,,,,,1
JL339,JL339,17:17,-25.448778,-49.365936,REC,0,3,,,,,1
GC015,GC015,17:17,-25.548376,-49.292333,REC,1,1,,,,,1
GL321,GL321,17:17,-25.549325,-49.290343,REC,0,3,,,,,1
GE695,GE695,17:13,-25.549878,-49.292051,REC,0,4,,,,,1
09045,09045,17:17,-25.47776,-49.28511,REC,0,,,,,,1
09011,09011,17:17,-25.468278,-49.255445,REC,0,,,,,,1
GL323,GL323,17:17,-25.549198,-49.29064,REC,0,3,,,,,1
HC007,HC007,17:17,-25.538366,-49.307751,REC,1,1,,,,,1
EA002,EA002,17:17,-25.468791,-49.255703,REC,1,1,,,,,1
HI600,HI600,17:17,-25.539005,-49.307281,REC,1,4,,,,,1
HA011,HA011,17:17,-25.53923,-49.307871,REC,1,1,,,,,1
04022,04022,17:17,-25.4327,-49.2653,REC,0,,,,,,1
HE709,HE709,17:16,-25.539438,-49.30809,REC,0,5,,,,,1
HA016,HA016,17:15,-25.539303,-49.307888,REC,1,1,,,,,1
BI890,BI890,17:16,-25.415035,-49.280825,REC,1,7,,,,,1
GA209,GA209,17:17,-25.548165,-49.291711,REC,1,1,,,,,1
05049,05049,17:17,-25.40931,-49.25508,REC,0,,,,,,1
HL312,HL312,17:17,-25.537675,-49.30682,REC,0,3,,,,,1
BB304,BB304,17:15,-25.511028,-49.341765,REC,1,10,,,,,1
HA014,HA014,17:05,-25.539088,-49.307923,REC,1,1,,,,,1
HE707,HE707,17:17,-25.539283,-49.308188,REC,0,5,,,,,1
GA698,GA698,17:17,-25.548798,-49.291448,REC,1,4,,,,,1
CI600,CI600,17:16,-25.381121,-49.185336,REC,1,4,,,,,1
HA007,HA007,17:15,-25.539533,-49.307848,REC,1,1,,,,,1
GE736,GE736,17:16,-25.54906,-49.29164,REC,0,5,,,,,1
BB310,BB310,17:17,-25.415081,-49.281178,REC,1,10,,,,,1
HB606,HB606,17:17,-25.538616,-49.307073,REC,1,4,,,,,1
HC303,HC303,17:17,-25.539901,-49.307746,REC,1,10,,,,,1
GI024,GI024,17:17,-25.548606,-49.291408,REC,1,1,,,,,1
GE703,GE703,17:15,-25.549011,-49.291668,REC,0,5,,,,,1
GE731,GE731,17:16,-25.549706,-49.291641,REC,0,5,,,,,1
09003,09003,17:15,-25.447347,-49.32785,REC,0,,,,,,1
BC029,BC029,17:13,-25.394245,-49.242225,REC,1,1,,,,,1
PI302,PI302,17:17,-25.482525,-49.239646,REC,1,3,,,,,1
HA031,HA031,17:16,-25.538663,-49.308121,REC,1,1,,,,,1
MB301,MB301,17:16,-25.419791,-49.29446,REC,1,3,,,,,1
BL329,BL329,17:14,-25.415575,-49.2813,REC,0,3,,,,,1
HL493,HL493,17:17,-25.537738,-49.30679,REC,1,3,,,,,1
MA013,MA013,17:17,-25.419603,-49.29392,REC,1,1,,,,,1
09005,09005,17:16,-25.483854,-49.350415,REC,0,,,,,,1
HL346,HL346,17:17,-25.5377,-49.306815,REC,1,3,,,,,1
GL348,GL348,17:17,-25.549078,-49.290266,REC,0,3,,,,,1
GI028,GI028,17:17,-25.55007,-49.290298,REC,1,1,,,,,1
PC946,PC946,17:17,-25.48274,-49.23909,REC,1,7,,,,,1
PL302,PL302,17:12,-25.482993,-49.238743,REC,0,3,,,,,1
GL331,GL331,17:15,-25.467905,-49.255793,REC,0,3,,,,,1
05037,05037,17:17,-25.39115,-49.25815,REC,0,,,,,,1
00020,00020,17:17,-25.49067,-49.24284,REC,0,,,,,,1
HL316,HL316,17:17,-25.537508,-49.306948,REC,0,3,,,,,1
CL313,CL313,17:17,-25.381248,-49.185878,REC,0,3,,,,,1
BA028,BA028,17:17,-25.393998,-49.241736,REC,1,1,,,,,1
09070,09070,17:12,-25.434188,-49.269148,REC,0,,,,,,1
GI038,GI038,17:17,-25.549425,-49.290166,REC,1,1,,,,,1
PL304,PL304,17:11,-25.482991,-49.23873,REC,0,3,,,,,1
GE611,GE611,17:17,-25.550101,-49.291733,REC,0,4,,,,,1
BB498,BB498,17:14,-25.39535,-49.242878,REC,1,3,,,,,1
PL313,PL313,17:17,-25.48275,-49.238953,REC,0,3,,,,,1
BA025,BA025,17:04,-25.394248,-49.241535,REC,1,1,,,,,1
BE724,BE724,17:17,-25.395478,-49.242865,REC,0,5,,,,,1
MA012,MA012,17:15,-25.419045,-49.294603,REC,1,1,,,,,1
JB613,JB613,17:12,-25.44864,-49.366788,REC,1,4,,,,,1
BD135,BD135,17:03,-25.395296,-49.243013,REC,0,5,,,,,1
BE700,BE700,17:17,-25.394875,-49.242876,REC,0,5,,,,,1
GE608,GE608,17:17,-25.550198,-49.291621,REC,0,4,,,,,1
KI604,KI604,17:08,-25.483585,-49.238836,REC,1,4,,,,,1
BB601,BB601,17:14,-25.39506,-49.242455,REC,1,4,,,,,1
BD140,BD140,17:17,-25.395533,-49.242855,REC,0,5,,,,,1
BB604,BB604,17:17,-25.405425,-49.25168,REC,1,4,,,,,1
HL331,HL331,17:17,-25.537496,-49.306916,REC,1,3,,,,,1
BI003,BI003,17:17,-25.394,-49.241861,REC,1,1,,,,,1
BD139,BD139,17:14,-25.394998,-49.242438,REC,0,5,,,,,1
PL311,PL311,17:13,-25.483585,-49.2387,REC,0,3,,,,,1
09050,09050,17:13,-25.548711,-49.291313,REC,0,,,,,,1
BI012,BI012,17:15,-25.394106,-49.241598,REC,1,1,,,,,1
PA284,PA284,17:17,-25.482771,-49.23947,REC,1,1,,,,,1
BI895,BI895,17:11,-25.437936,-49.336771,832,1,7,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
BI029,BI029,17:16,-25.435811,-49.308691,816,1,1,2,ADIANTADO,REALIZANDO ROTA,IDA,1
HI034,HI034,17:15,-25.533501,-49.300381,646,1,1,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
BI888,BI888,17:13,-25.429035,-49.270195,266,1,7,1,NÃO CONFORMIDADE,INDETERMINADA,IDA,1
EA005,EA005,17:17,-25.51834,-49.255335,522,1,1,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
EI002,EI002,17:17,-25.482385,-49.245268,515,1,1,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
EI014,EI014,17:10,-25.532638,-49.254098,533,1,1,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
BI891,BI891,17:09,-25.371753,-49.254066,244,1,7,1,ATRASADO,REALIZANDO ROTA,VOLTA,1
PI005,PI005,17:09,-25.449873,-49.205183,323,1,1,1,NO HORÁRIO,REALIZANDO ROTA,CIRCULAR,1
ML314,ML314,17:17,-25.428256,-49.28473,X46,0,3,1,NO HORÁRIO,REALIZANDO ROTA,VOLTA,1
HI036,HI036,17:05,-25.561311,-49.334631,655,1,1,1,ADIANTADO,REALIZANDO ROTA,IDA,1
MN605,MN605,17:15,-25.401428,-49.334543,948,1,7,1,ATRASADO,REALIZANDO ROTA,VOLTA,1
BI873,BI873,17:17,-25.376521,-49.22479,236,1,7,1,NO HORÁRIO,REALIZANDO ROTA,VOLTA,1
JI854,JI854,17:13,-25.471123,-49.354506,722,1,7,1,NO HORÁRIO,REALIZANDO ROTA,IDA,1
